Name,Category,Film,Win_Oscar?,Year_Ceremony,Gender,Race or Ethnicity,Sexual orientation,Religion,Age
Benicio Del Toro,ACTOR IN A SUPPORTING ROLE,21 Grams,False,2004,Male,Hispanic,Straight,Na,30
Djimon Hounsou,ACTOR IN A SUPPORTING ROLE,In America,False,2004,Male,Black,Straight,Na,30
Tim Robbins,ACTOR IN A SUPPORTING ROLE,Mystic River,True,2004,Male,White,Straight,Roman Catholic,40
Ken Watanabe,ACTOR IN A SUPPORTING ROLE,The Last Samurai,False,2004,Male,Asian,Straight,Na,40
Keisha Castle-Hughes,ACTRESS,Whale Rider,False,2004,Female,Multiracial,Na,Na,10
Diane Keaton,ACTRESS,Something's Gotta Give,False,2004,Female,White,Straight,Atheist,50
Samantha Morton,ACTRESS,In America,False,2004,Female,White,Straight,Na,20
Charlize Theron,ACTRESS,Monster,True,2004,Female,White,Straight,Na,20
Naomi Watts,ACTRESS,21 Grams,False,2004,Female,White,Straight,Na,30
Shohreh Aghdashloo,ACTRESS IN A SUPPORTING ROLE,House of Sand and Fog,False,2004,Female,Middle Eastern,Straight,Shia Muslim,50
Patricia Clarkson,ACTRESS IN A SUPPORTING ROLE,Pieces of April,False,2004,Female,White,Straight,Na,40
Marcia Gay Harden,ACTRESS IN A SUPPORTING ROLE,Mystic River,False,2004,Female,White,Straight,Na,40
Holly Hunter,ACTRESS IN A SUPPORTING ROLE,Thirteen,False,2004,Female,White,Straight,Na,40
Renée Zellweger,ACTRESS IN A SUPPORTING ROLE,Cold Mountain,True,2004,Female,White,Straight,Na,30
Fernando Meirelles,DIRECTING,City of God,False,2004,Male,Hispanic,Straight,Na,40
Peter Jackson,DIRECTING,The Lord of the Rings: The Return of the King,True,2004,Male,White,Straight,Na,40
Sofia Coppola,DIRECTING,Lost in Translation,False,2004,Female,White,Straight,Na,30
Peter Weir,DIRECTING,Master and Commander: The Far Side of the World,False,2004,Male,White,Straight,Na,50
Clint Eastwood,DIRECTING,Mystic River,False,2004,Male,White,Straight,Na,70
Don Cheadle,ACTOR,Hotel Rwanda,False,2005,Male,Black,Straight,Na,40
Johnny Depp,ACTOR,Finding Neverland,False,2005,Male,White,Straight,Na,40
Leonardo DiCaprio,ACTOR,The Aviator,False,2005,Male,White,Straight,Na,30
Clint Eastwood,ACTOR,Million Dollar Baby,False,2005,Male,White,Straight,Na,70
Jamie Foxx,ACTOR,Ray,True,2005,Male,Black,Straight,Baptist,30
Alan Alda,ACTOR IN A SUPPORTING ROLE,The Aviator,False,2005,Male,White,Straight,Roman Catholic,60
Thomas Haden Church,ACTOR IN A SUPPORTING ROLE,Sideways,False,2005,Male,White,Straight,Na,40
Jamie Foxx,ACTOR IN A SUPPORTING ROLE,Collateral,False,2005,Male,Black,Straight,Baptist,30
Morgan Freeman,ACTOR IN A SUPPORTING ROLE,Million Dollar Baby,True,2005,Male,Black,Straight,Na,60
Clive Owen,ACTOR IN A SUPPORTING ROLE,Closer,False,2005,Male,White,Straight,Na,40
Annette Bening,ACTRESS,Being Julia,False,2005,Female,White,Straight,Na,40
Catalina Sandino Moreno,ACTRESS,Maria Full of Grace,False,2005,Female,Hispanic,Straight,Na,20
Imelda Staunton,ACTRESS,Vera Drake,False,2005,Female,White,Straight,Na,40
Hilary Swank,ACTRESS,Million Dollar Baby,True,2005,Female,White,Straight,Na,30
Kate Winslet,ACTRESS,Eternal Sunshine of the Spotless Mind,False,2005,Female,White,Straight,Na,20
Cate Blanchett,ACTRESS IN A SUPPORTING ROLE,The Aviator,True,2005,Female,White,Matter of Dispute,Na,30
Laura Linney,ACTRESS IN A SUPPORTING ROLE,Kinsey,False,2005,Female,White,Straight,Na,40
Virginia Madsen,ACTRESS IN A SUPPORTING ROLE,Sideways,False,2005,Female,White,Straight,Na,40
Sophie Okonedo,ACTRESS IN A SUPPORTING ROLE,Hotel Rwanda,False,2005,Female,Multiracial,Straight,Jewish,30
Natalie Portman,ACTRESS IN A SUPPORTING ROLE,Closer,False,2005,Female,White,Straight,Jewish,20
Martin Scorsese,DIRECTING,The Aviator,False,2005,Male,White,Straight,Roman Catholic,60
Clint Eastwood,DIRECTING,Million Dollar Baby,True,2005,Male,White,Straight,Na,70
Taylor Hackford,DIRECTING,Ray,False,2005,Male,White,Straight,Na,60
Alexander Payne,DIRECTING,Sideways,False,2005,Male,White,Straight,Na,40
Mike Leigh,DIRECTING,Vera Drake,False,2005,Male,White,Straight,Jewish,60
Philip Seymour Hoffman,ACTOR,Capote,True,2006,Male,White,Straight,Na,30
Terrence Howard,ACTOR,Hustle & Flow,False,2006,Male,Black,Straight,Jehovah's Witness,30
Heath Ledger,ACTOR,Brokeback Mountain,False,2006,Male,White,Straight,Na,20
Joaquin Phoenix,ACTOR,Walk the Line,False,2006,Male,White,Straight,Na,30
David Strathairn,ACTOR,"Good Night, and Good Luck.",False,2006,Male,White,Straight,Na,50
George Clooney,ACTOR IN A SUPPORTING ROLE,Syriana,True,2006,Male,White,Straight,Na,40
Matt Dillon,ACTOR IN A SUPPORTING ROLE,Crash,False,2006,Male,White,Straight,Roman Catholic,40
Paul Giamatti,ACTOR IN A SUPPORTING ROLE,Cinderella Man,False,2006,Male,White,Straight,Na,30
Jake Gyllenhaal,ACTOR IN A SUPPORTING ROLE,Brokeback Mountain,False,2006,Male,White,Straight,Jewish,20
William Hurt,ACTOR IN A SUPPORTING ROLE,A History of Violence,False,2006,Male,White,Straight,Lutheran,50
Judi Dench,ACTRESS,Mrs. Henderson Presents,False,2006,Female,White,Straight,Quaker,70
Felicity Huffman,ACTRESS,Transamerica,False,2006,Female,White,Straight,Na,40
Keira Knightley,ACTRESS,Pride & Prejudice,False,2006,Female,White,Straight,Na,20
Charlize Theron,ACTRESS,North Country,False,2006,Female,White,Straight,Na,30
Reese Witherspoon,ACTRESS,Walk the Line,True,2006,Female,White,Straight,Na,20
Amy Adams,ACTRESS IN A SUPPORTING ROLE,Junebug,False,2006,Female,White,Straight,Mormon,30
Catherine Keener,ACTRESS IN A SUPPORTING ROLE,Capote,False,2006,Female,White,Straight,Na,40
Frances McDormand,ACTRESS IN A SUPPORTING ROLE,North Country,False,2006,Female,White,Straight,Disciples of Christ,40
Rachel Weisz,ACTRESS IN A SUPPORTING ROLE,The Constant Gardener,True,2006,Female,White,Straight,Jewish,30
Michelle Williams,ACTRESS IN A SUPPORTING ROLE,Brokeback Mountain,False,2006,Female,White,Straight,Na,20
Ang Lee,DIRECTING,Brokeback Mountain,True,2006,Male,Asian,Straight,Na,50
Bennett Miller,DIRECTING,Capote,False,2006,Male,White,Na,Na,30
Paul Haggis,DIRECTING,Crash,False,2006,Male,White,Straight,Na,50
George Clooney,DIRECTING,"Good Night, and Good Luck.",False,2006,Male,White,Straight,Na,40
Steven Spielberg,DIRECTING,Munich,False,2006,Male,White,Straight,Jewish,50
Leonardo DiCaprio,ACTOR,Blood Diamond,False,2007,Male,White,Straight,Na,30
Ryan Gosling,ACTOR,Half Nelson,False,2007,Male,White,Straight,Mormon,20
Peter O'Toole,ACTOR,Venus,False,2007,Male,White,Straight,Roman Catholic,70
Will Smith,ACTOR,The Pursuit of Happyness,False,2007,Male,Black,Straight,Na,30
Forest Whitaker,ACTOR,The Last King of Scotland,True,2007,Male,Black,Straight,Na,40
Alan Arkin,ACTOR IN A SUPPORTING ROLE,Little Miss Sunshine,True,2007,Male,White,Straight,Jewish,70
Jackie Earle Haley,ACTOR IN A SUPPORTING ROLE,Little Children,False,2007,Male,White,Straight,Na,40
Djimon Hounsou,ACTOR IN A SUPPORTING ROLE,Blood Diamond,False,2007,Male,Black,Straight,Na,40
Eddie Murphy,ACTOR IN A SUPPORTING ROLE,Dreamgirls,False,2007,Male,Black,Matter of Dispute,Na,40
Mark Wahlberg,ACTOR IN A SUPPORTING ROLE,The Departed,False,2007,Male,White,Straight,Roman Catholic,30
Penelope Cruz,ACTRESS,Volver,False,2007,Female,Hispanic,Straight,Buddhist,30
Judi Dench,ACTRESS,Notes on a Scandal,False,2007,Female,White,Straight,Quaker,70
Helen Mirren,ACTRESS,The Queen,True,2007,Female,White,Straight,Na,60
Meryl Streep,ACTRESS,The Devil Wears Prada,False,2007,Female,White,Straight,Na,50
Kate Winslet,ACTRESS,Little Children,False,2007,Female,White,Straight,Na,30
Adriana Barraza,ACTRESS IN A SUPPORTING ROLE,Babel,False,2007,Female,Hispanic,Straight,Na,50
Cate Blanchett,ACTRESS IN A SUPPORTING ROLE,Notes on a Scandal,False,2007,Female,White,Matter of Dispute,Na,30
Abigail Breslin,ACTRESS IN A SUPPORTING ROLE,Little Miss Sunshine,False,2007,Female,White,Na,Na,10
Jennifer Hudson,ACTRESS IN A SUPPORTING ROLE,Dreamgirls,True,2007,Female,Black,Straight,Baptist,20
Rinko Kikuchi,ACTRESS IN A SUPPORTING ROLE,Babel,False,2007,Female,Asian,Na,Na,20
Alejandro González Iñárritu,DIRECTING,Babel,False,2007,Male,Hispanic,Straight,Na,40
Martin Scorsese,DIRECTING,The Departed,True,2007,Male,White,Straight,Roman Catholic,60
Clint Eastwood,DIRECTING,Letters from Iwo Jima,False,2007,Male,White,Straight,Na,70
Stephen Frears,DIRECTING,The Queen,False,2007,Male,White,Straight,Na,60
Paul Greengrass,DIRECTING,United 93,False,2007,Male,White,Na,Na,50
George Clooney,ACTOR,Michael Clayton,False,2008,Male,White,Straight,Na,40
Daniel Day-Lewis,ACTOR,There Will Be Blood,True,2008,Male,White,Straight,Na,50
Johnny Depp,ACTOR,Sweeney Todd The Demon Barber of Fleet Street,False,2008,Male,White,Straight,Na,40
Tommy Lee Jones,ACTOR,In the Valley of Elah,False,2008,Male,White,Straight,Na,60
Viggo Mortensen,ACTOR,Eastern Promises,False,2008,Male,White,Straight,Na,40
Casey Affleck,ACTOR IN A SUPPORTING ROLE,The Assassination of Jesse James by the Coward Robert Ford,False,2008,Male,White,Straight,Na,30
Javier Bardem,ACTOR IN A SUPPORTING ROLE,No Country for Old Men,True,2008,Male,Hispanic,Straight,Na,30
Philip Seymour Hoffman,ACTOR IN A SUPPORTING ROLE,Charlie Wilson's War,False,2008,Male,White,Straight,Na,40
Hal Holbrook,ACTOR IN A SUPPORTING ROLE,Into the Wild,False,2008,Male,White,Straight,Na,80
Tom Wilkinson,ACTOR IN A SUPPORTING ROLE,Michael Clayton,False,2008,Male,White,Na,Na,50
Cate Blanchett,ACTRESS,Elizabeth: The Golden Age,False,2008,Female,White,Matter of Dispute,Na,30
Julie Christie,ACTRESS,Away from Her,False,2008,Female,White,Straight,Na,60
Marion Cotillard,ACTRESS,La Vie en Rose,True,2008,Female,White,Straight,Na,30
Laura Linney,ACTRESS,The Savages,False,2008,Female,White,Straight,Na,40
Ellen Page,ACTRESS,Juno,False,2008,Female,White,Lesbian,Na,20
Cate Blanchett,ACTRESS IN A SUPPORTING ROLE,I'm Not There,False,2008,Female,White,Matter of Dispute,Na,30
Ruby Dee,ACTRESS IN A SUPPORTING ROLE,American Gangster,False,2008,Female,Black,Straight,Na,80
Saoirse Ronan,ACTRESS IN A SUPPORTING ROLE,Atonement,False,2008,Female,White,Na,Roman Catholic,10
Amy Ryan,ACTRESS IN A SUPPORTING ROLE,Gone Baby Gone,False,2008,Female,White,Na,Na,30
Tilda Swinton,ACTRESS IN A SUPPORTING ROLE,Michael Clayton,True,2008,Female,White,Straight,Na,40
Julian Schnabel,DIRECTING,The Diving Bell and the Butterfly,False,2008,Male,White,Straight,Na,50
Jason Reitman,DIRECTING,Juno,False,2008,Male,White,Straight,Jewish,30
Tony Gilroy,DIRECTING,Michael Clayton,False,2008,Male,White,Straight,Na,50
Ethan Coen,DIRECTING,No Country for Old Men,True,2008,Male,White,Straight,Jewish,50
Joel Coen,DIRECTING,No Country for Old Men,True,2008,Male,White,Straight,Jewish,50
Paul Thomas Anderson,DIRECTING,There Will Be Blood,False,2008,Male,White,Straight,Na,30
Richard Jenkins,ACTOR,The Visitor,False,2009,Male,White,Na,Na,50
Frank Langella,ACTOR,Frost/Nixon,False,2009,Male,White,Matter of Dispute,Na,70
Sean Penn,ACTOR,Milk,True,2009,Male,White,Straight,Roman Catholic,40
Brad Pitt,ACTOR,The Curious Case of Benjamin Button,False,2009,Male,White,Straight,Agnostic,40
Mickey Rourke,ACTOR,The Wrestler,False,2009,Male,White,Straight,Roman Catholic,50
Josh Brolin,ACTOR IN A SUPPORTING ROLE,Milk,False,2009,Male,White,Straight,Na,40
Robert Downey Jr.,ACTOR IN A SUPPORTING ROLE,Tropic Thunder,False,2009,Male,White,Straight,Na,40
Philip Seymour Hoffman,ACTOR IN A SUPPORTING ROLE,Doubt,False,2009,Male,White,Straight,Na,40
Heath Ledger,ACTOR IN A SUPPORTING ROLE,The Dark Knight,True,2009,Male,White,Straight,Na,20
Michael Shannon,ACTOR IN A SUPPORTING ROLE,Revolutionary Road,False,2009,Male,White,Straight,Na,30
Anne Hathaway,ACTRESS,Rachel Getting Married,False,2009,Female,White,Straight,Christian,20
Angelina Jolie,ACTRESS,Changeling,False,2009,Female,White,Bisexual,Buddhist,30
Melissa Leo,ACTRESS,Frozen River,False,2009,Female,White,Straight,Na,40
Meryl Streep,ACTRESS,Doubt,False,2009,Female,White,Straight,Na,50
Kate Winslet,ACTRESS,The Reader,True,2009,Female,White,Straight,Na,30
Amy Adams,ACTRESS IN A SUPPORTING ROLE,Doubt,False,2009,Female,White,Straight,Mormon,30
Penelope Cruz,ACTRESS IN A SUPPORTING ROLE,Vicky Cristina Barcelona,True,2009,Female,Hispanic,Straight,Buddhist,30
Viola Davis,ACTRESS IN A SUPPORTING ROLE,Doubt,False,2009,Female,Black,Straight,Na,40
Taraji P. Henson,ACTRESS IN A SUPPORTING ROLE,The Curious Case of Benjamin Button,False,2009,Female,Black,Straight,Na,30
Marisa Tomei,ACTRESS IN A SUPPORTING ROLE,The Wrestler,False,2009,Female,White,Straight,Na,40
David Fincher,DIRECTING,The Curious Case of Benjamin Button,False,2009,Male,White,Straight,Na,40
Ron Howard,DIRECTING,Frost/Nixon,False,2009,Male,White,Straight,Na,50
Gus Van Sant,DIRECTING,Milk,False,2009,Male,White,Gay,Na,50
Stephen Daldry,DIRECTING,The Reader,False,2009,Male,White,Bisexual,Na,40
Danny Boyle,DIRECTING,Slumdog Millionaire,True,2009,Male,White,Straight,Roman Catholic,50
Jeff Bridges,ACTOR,Crazy Heart,True,2010,Male,White,Straight,Lutheran,60
George Clooney,ACTOR,Up in the Air,False,2010,Male,White,Straight,Na,40
Colin Firth,ACTOR,A Single Man,False,2010,Male,White,Straight,Na,40
Morgan Freeman,ACTOR,Invictus,False,2010,Male,Black,Straight,Na,70
Jeremy Renner,ACTOR,The Hurt Locker,False,2010,Male,White,Straight,Na,30
Matt Damon,ACTOR IN A SUPPORTING ROLE,Invictus,False,2010,Male,White,Straight,Na,30
Woody Harrelson,ACTOR IN A SUPPORTING ROLE,The Messenger,False,2010,Male,White,Straight,Na,40
Christopher Plummer,ACTOR IN A SUPPORTING ROLE,The Last Station,False,2010,Male,White,Straight,Na,80
Stanley Tucci,ACTOR IN A SUPPORTING ROLE,The Lovely Bones,False,2010,Male,White,Straight,Na,50
Christoph Waltz,ACTOR IN A SUPPORTING ROLE,Inglourious Basterds,True,2010,Male,White,Straight,Na,50
Sandra Bullock,ACTRESS,The Blind Side,True,2010,Female,White,Straight,Na,40
Helen Mirren,ACTRESS,The Last Station,False,2010,Female,White,Straight,Na,60
Carey Mulligan,ACTRESS,An Education,False,2010,Female,White,Straight,Na,20
Gabourey Sidibe,ACTRESS,Precious: Based on the Novel 'Push' by Sapphire,False,2010,Female,Black,Na,Na,20
Meryl Streep,ACTRESS,Julie & Julia,False,2010,Female,White,Straight,Na,60
Penelope Cruz,ACTRESS IN A SUPPORTING ROLE,Nine,False,2010,Female,Hispanic,Straight,Buddhist,30
Vera Farmiga,ACTRESS IN A SUPPORTING ROLE,Up in the Air,False,2010,Female,White,Straight,Roman Catholic,30
Maggie Gyllenhaal,ACTRESS IN A SUPPORTING ROLE,Crazy Heart,False,2010,Female,White,Straight,Na,30
Anna Kendrick,ACTRESS IN A SUPPORTING ROLE,Up in the Air,False,2010,Female,White,Na,Na,20
Mo'Nique,ACTRESS IN A SUPPORTING ROLE,Precious: Based on the Novel 'Push' by Sapphire,True,2010,Female,Black,Straight,Na,40
James Cameron,DIRECTING,Avatar,False,2010,Male,White,Straight,Atheist,50
Kathryn Bigelow,DIRECTING,The Hurt Locker,True,2010,Female,White,Straight,Na,50
Quentin Tarantino,DIRECTING,Inglourious Basterds,False,2010,Male,White,Straight,Na,40
Lee Daniels,DIRECTING,Precious: Based on the Novel 'Push' by Sapphire,False,2010,Male,Black,Gay,Na,50
Jason Reitman,DIRECTING,Up in the Air,False,2010,Male,White,Straight,Jewish,30
Javier Bardem,ACTOR,Biutiful,False,2011,Male,Hispanic,Straight,Na,40
Jeff Bridges,ACTOR,True Grit,False,2011,Male,White,Straight,Lutheran,60
Jesse Eisenberg,ACTOR,The Social Network,False,2011,Male,White,Na,Jewish,20
Colin Firth,ACTOR,The King's Speech,True,2011,Male,White,Straight,Na,50
James Franco,ACTOR,127 Hours,False,2011,Male,White,Straight,Na,30
Christian Bale,ACTOR IN A SUPPORTING ROLE,The Fighter,True,2011,Male,White,Straight,Na,30
John Hawkes,ACTOR IN A SUPPORTING ROLE,Winter's Bone,False,2011,Male,White,Na,Na,50
Jeremy Renner,ACTOR IN A SUPPORTING ROLE,The Town,False,2011,Male,White,Straight,Na,40
Mark Ruffalo,ACTOR IN A SUPPORTING ROLE,The Kids Are All Right,False,2011,Male,White,Straight,Na,40
Geoffrey Rush,ACTOR IN A SUPPORTING ROLE,The King's Speech,False,2011,Male,White,Straight,Na,50
Annette Bening,ACTRESS,The Kids Are All Right,False,2011,Female,White,Straight,Na,50
Nicole Kidman,ACTRESS,Rabbit Hole,False,2011,Female,White,Straight,Roman Catholic,40
Jennifer Lawrence,ACTRESS,Winter's Bone,False,2011,Female,White,Straight,Na,20
Natalie Portman,ACTRESS,Black Swan,True,2011,Female,White,Straight,Jewish,20
Michelle Williams,ACTRESS,Blue Valentine,False,2011,Female,White,Straight,Na,30
Amy Adams,ACTRESS IN A SUPPORTING ROLE,The Fighter,False,2011,Female,White,Straight,Mormon,30
Helena Bonham Carter,ACTRESS IN A SUPPORTING ROLE,The King's Speech,False,2011,Female,White,Straight,Na,40
Melissa Leo,ACTRESS IN A SUPPORTING ROLE,The Fighter,True,2011,Female,White,Straight,Na,50
Hailee Steinfeld,ACTRESS IN A SUPPORTING ROLE,True Grit,False,2011,Female,White,Na,Na,10
Jacki Weaver,ACTRESS IN A SUPPORTING ROLE,Animal Kingdom,False,2011,Female,White,Straight,Na,60
Darren Aronofsky,DIRECTING,Black Swan,False,2011,Male,White,Straight,Jewish,40
David O. Russell,DIRECTING,The Fighter,False,2011,Male,White,Straight,Na,50
Tom Hooper,DIRECTING,The King's Speech,True,2011,Male,White,Na,Na,30
David Fincher,DIRECTING,The Social Network,False,2011,Male,White,Straight,Na,40
Ethan Coen,DIRECTING,True Grit,False,2011,Male,White,Straight,Jewish,50
Joel Coen,DIRECTING,True Grit,False,2011,Male,White,Straight,Jewish,50
Demián Bichir,ACTOR,A Better Life,False,2012,Male,Hispanic,Straight,Na,40
George Clooney,ACTOR,The Descendants,False,2012,Male,White,Straight,Na,50
Jean Dujardin,ACTOR,The Artist,True,2012,Male,White,Straight,Na,30
Gary Oldman,ACTOR,Tinker Tailor Soldier Spy,False,2012,Male,White,Straight,Na,50
Brad Pitt,ACTOR,Moneyball,False,2012,Male,White,Straight,Agnostic,40
Kenneth Branagh,ACTOR IN A SUPPORTING ROLE,My Week with Marilyn,False,2012,Male,White,Straight,Protestant,50
Jonah Hill,ACTOR IN A SUPPORTING ROLE,Moneyball,False,2012,Male,White,Na,Jewish,20
Nick Nolte,ACTOR IN A SUPPORTING ROLE,Warrior,False,2012,Male,White,Straight,Roman Catholic,70
Christopher Plummer,ACTOR IN A SUPPORTING ROLE,Beginners,True,2012,Male,White,Straight,Na,80
Max von Sydow,ACTOR IN A SUPPORTING ROLE,Extremely Loud & Incredibly Close,False,2012,Male,White,Straight,Na,80
Glenn Close,ACTRESS,Albert Nobbs,False,2012,Female,White,Straight,Na,60
Viola Davis,ACTRESS,The Help,False,2012,Female,Black,Straight,Na,40
Rooney Mara,ACTRESS,The Girl with the Dragon Tattoo,False,2012,Female,White,Na,Na,20
Meryl Streep,ACTRESS,The Iron Lady,True,2012,Female,White,Straight,Na,60
Michelle Williams,ACTRESS,My Week with Marilyn,False,2012,Female,White,Straight,Na,30
Bérénice Bejo,ACTRESS IN A SUPPORTING ROLE,The Artist,False,2012,Female,White,Straight,Na,30
Jessica Chastain,ACTRESS IN A SUPPORTING ROLE,The Help,False,2012,Female,White,Na,Na,30
Melissa McCarthy,ACTRESS IN A SUPPORTING ROLE,Bridesmaids,False,2012,Female,White,Straight,Na,40
Janet McTeer,ACTRESS IN A SUPPORTING ROLE,Albert Nobbs,False,2012,Female,White,Na,Na,50
Octavia Spencer,ACTRESS IN A SUPPORTING ROLE,The Help,True,2012,Female,Black,Na,Na,30
Michel Hazanavicius,DIRECTING,The Artist,True,2012,Male,White,Straight,Jewish,40
Alexander Payne,DIRECTING,The Descendants,False,2012,Male,White,Straight,Na,50
Martin Scorsese,DIRECTING,Hugo,False,2012,Male,White,Straight,Roman Catholic,60
Woody Allen,DIRECTING,Midnight in Paris,False,2012,Male,White,Straight,Agnostic,70
Terrence Malick,DIRECTING,The Tree of Life,False,2012,Male,White,Straight,Anglican/Episcopalian,60
Bradley Cooper,ACTOR,Silver Linings Playbook,False,2013,Male,White,Straight,Na,30
Daniel Day-Lewis,ACTOR,Lincoln,True,2013,Male,White,Straight,Na,50
Hugh Jackman,ACTOR,Les Misérables,False,2013,Male,White,Straight,Na,40
Joaquin Phoenix,ACTOR,The Master,False,2013,Male,White,Straight,Na,30
Denzel Washington,ACTOR,Flight,False,2013,Male,Black,Straight,Protestant,50
Alan Arkin,ACTOR IN A SUPPORTING ROLE,Argo,False,2013,Male,White,Straight,Jewish,70
Robert De Niro,ACTOR IN A SUPPORTING ROLE,Silver Linings Playbook,False,2013,Male,White,Straight,Roman Catholic,60
Philip Seymour Hoffman,ACTOR IN A SUPPORTING ROLE,The Master,False,2013,Male,White,Straight,Na,40
Tommy Lee Jones,ACTOR IN A SUPPORTING ROLE,Lincoln,False,2013,Male,White,Straight,Na,60
Christoph Waltz,ACTOR IN A SUPPORTING ROLE,Django Unchained,True,2013,Male,White,Straight,Na,50
Jessica Chastain,ACTRESS,Zero Dark Thirty,False,2013,Female,White,Na,Na,30
Jennifer Lawrence,ACTRESS,Silver Linings Playbook,True,2013,Female,White,Straight,Na,20
Emmanuelle Riva,ACTRESS,Amour,False,2013,Female,White,Na,Na,80
Quvenzhané Wallis,ACTRESS,Beasts of the Southern Wild,False,2013,Female,Black,Na,Na,0
Naomi Watts,ACTRESS,The Impossible,False,2013,Female,White,Straight,Na,40
Amy Adams,ACTRESS IN A SUPPORTING ROLE,The Master,False,2013,Female,White,Straight,Mormon,30
Sally Field,ACTRESS IN A SUPPORTING ROLE,Lincoln,False,2013,Female,White,Straight,Na,60
Anne Hathaway,ACTRESS IN A SUPPORTING ROLE,Les Misérables,True,2013,Female,White,Straight,Christian,30
Helen Hunt,ACTRESS IN A SUPPORTING ROLE,The Sessions,False,2013,Female,White,Straight,Na,40
Jacki Weaver,ACTRESS IN A SUPPORTING ROLE,Silver Linings Playbook,False,2013,Female,White,Straight,Na,60
Michael Haneke,DIRECTING,Amour,False,2013,Male,White,Straight,Na,70
Benh Zeitlin,DIRECTING,Beasts of the Southern Wild,False,2013,Male,White,Na,Na,30
Ang Lee,DIRECTING,Life of Pi,True,2013,Male,Asian,Straight,Na,50
Steven Spielberg,DIRECTING,Lincoln,False,2013,Male,White,Straight,Jewish,60
David O. Russell,DIRECTING,Silver Linings Playbook,False,2013,Male,White,Straight,Na,50
Christian Bale,ACTOR,American Hustle,False,2014,Male,White,Straight,Na,40
Bruce Dern,ACTOR,Nebraska,False,2014,Male,White,Straight,Na,70
Leonardo DiCaprio,ACTOR,The Wolf of Wall Street,False,2014,Male,White,Straight,Na,30
Chiwetel Ejiofor,ACTOR,12 Years a Slave,False,2014,Male,Black,Na,Na,30
Matthew McConaughey,ACTOR,Dallas Buyers Club,True,2014,Male,White,Straight,Na,40
Barkhad Abdi,ACTOR IN A SUPPORTING ROLE,Captain Phillips,False,2014,Male,Black,Na,Na,20
Bradley Cooper,ACTOR IN A SUPPORTING ROLE,American Hustle,False,2014,Male,White,Straight,Na,30
Michael Fassbender,ACTOR IN A SUPPORTING ROLE,12 Years a Slave,False,2014,Male,White,Straight,Roman Catholic,30
Jonah Hill,ACTOR IN A SUPPORTING ROLE,The Wolf of Wall Street,False,2014,Male,White,Na,Jewish,30
Jared Leto,ACTOR IN A SUPPORTING ROLE,Dallas Buyers Club,True,2014,Male,White,Straight,Na,40
Amy Adams,ACTRESS,American Hustle,False,2014,Female,White,Straight,Mormon,30
Cate Blanchett,ACTRESS,Blue Jasmine,True,2014,Female,White,Matter of Dispute,Na,40
Sandra Bullock,ACTRESS,Gravity,False,2014,Female,White,Straight,Na,40
Judi Dench,ACTRESS,Philomena,False,2014,Female,White,Straight,Quaker,70
Meryl Streep,ACTRESS,August: Osage County,False,2014,Female,White,Straight,Na,60
Sally Hawkins,ACTRESS IN A SUPPORTING ROLE,Blue Jasmine,False,2014,Female,White,Na,Na,30
Jennifer Lawrence,ACTRESS IN A SUPPORTING ROLE,American Hustle,False,2014,Female,White,Straight,Na,20
Lupita Nyong'o,ACTRESS IN A SUPPORTING ROLE,12 Years a Slave,True,2014,Female,Black,Na,Na,30
Julia Roberts,ACTRESS IN A SUPPORTING ROLE,August: Osage County,False,2014,Female,White,Straight,Hindu,40
June Squibb,ACTRESS IN A SUPPORTING ROLE,Nebraska,False,2014,Female,White,Straight,Jewish,80
David O. Russell,DIRECTING,American Hustle,False,2014,Male,White,Straight,Na,50
Alfonso Cuarón,DIRECTING,Gravity,True,2014,Male,Hispanic,Straight,Na,50
Alexander Payne,DIRECTING,Nebraska,False,2014,Male,White,Straight,Na,50
Steve McQueen,DIRECTING,12 Years a Slave,False,2014,Male,White,Straight,Born-Again Christian,80
Martin Scorsese,DIRECTING,The Wolf of Wall Street,False,2014,Male,White,Straight,Roman Catholic,70
Steve Carell,ACTOR,Foxcatcher,False,2015,Male,White,Straight,Roman Catholic,50
Bradley Cooper,ACTOR,American Sniper,False,2015,Male,White,Straight,Na,40
Benedict Cumberbatch,ACTOR,The Imitation Game,False,2015,Male,White,Straight,Na,30
Michael Keaton,ACTOR,Birdman or (The Unexpected Virtue of Ignorance),False,2015,Male,White,Straight,Roman Catholic,60
Eddie Redmayne,ACTOR,The Theory of Everything,True,2015,Male,White,Straight,Na,30
Robert Duvall,ACTOR IN A SUPPORTING ROLE,The Judge,False,2015,Male,White,Straight,Na,80
Ethan Hawke,ACTOR IN A SUPPORTING ROLE,Boyhood,False,2015,Male,White,Straight,Na,40
Edward Norton,ACTOR IN A SUPPORTING ROLE,Birdman or (The Unexpected Virtue of Ignorance),False,2015,Male,White,Straight,Anglican/Episcopalian,40
Mark Ruffalo,ACTOR IN A SUPPORTING ROLE,Foxcatcher,False,2015,Male,White,Straight,Na,40
J. K. Simmons,ACTOR IN A SUPPORTING ROLE,Whiplash,True,2015,Male,White,Straight,Na,60
Marion Cotillard,ACTRESS,"Two Days, One Night",False,2015,Female,White,Straight,Na,30
Felicity Jones,ACTRESS,The Theory of Everything,False,2015,Female,White,Na,Na,30
Julianne Moore,ACTRESS,Still Alice,True,2015,Female,White,Straight,Na,50
